Nitrogen,Phosphorus,Potassium,Temperature,Humidity,pH_Value,Rainfall,Crop,Soil_Type,Variety
91.07,52.12,98.05,24.39,65.79,7.14,1301.22,Maize,Silty,HQPM-1
86.95,34.86,108.35,25.36,73.78,6.96,1654.83,Tomato,Loamy,Pusa Ruby
109.83,48.28,110.05,31.04,63.06,7.03,1775.39,Rice,Clay,Basmati-370
69.7,51.75,69.79,28.1,83.29,6.85,1544.69,Rice,Silty,Basmati-370
122.52,45.1,111.48,25.5,66.75,6.27,1560.22,Cotton,Clay,Suraj
59.05,28.21,54.17,24.91,38.08,6.76,335.76,Millet,Sandy,RHB-173
118.95,37.74,109.82,22.99,61.82,7.32,1283.63,Cotton,Clay,Suraj
56.09,26.02,59.27,29.44,50.52,5.62,937.22,Potato,Sandy,Kufri Pukhraj
123.96,39.85,73.09,22.33,81.28,4.74,1579.52,Rice,Peaty,Basmati-370
75.58,48.14,102.9,20.38,71.48,7.0,1368.85,Vegetables,Silty,Hybrid-B
56.03,40.48,70.01,30.17,37.49,8.46,541.16,Barley,Chalky,RD-2552
41.36,28.37,43.04,28.98,30.49,6.14,842.32,Groundnut,Sandy,TAG-24
95.66,49.03,123.48,27.66,52.77,7.21,1591.75,Tomato,Loamy,Arka Vikas
49.03,22.58,49.0,27.37,57.53,6.31,703.9,Groundnut,Sandy,JL-24
122.07,32.46,63.62,21.12,79.34,5.18,1975.91,Tomato,Peaty,Arka Vikas
67.23,50.38,110.41,25.85,55.72,7.14,1597.63,Millet,Loamy,ICTP-8203
103.37,61.87,133.73,24.2,60.36,6.75,1696.62,Wheat,Clay,PBW-343
95.28,48.58,71.16,19.48,62.76,6.76,1138.2,Wheat,Loamy,PBW-343
67.72,54.45,83.41,20.97,66.04,7.62,1049.9,Vegetables,Silty,Hybrid-B
87.52,22.84,78.44,25.21,55.22,6.15,974.45,Maize,Loamy,HQPM-1
51.75,65.21,107.77,21.91,40.72,8.15,848.83,Cotton,Chalky,Bt-1
82.8,40.07,76.58,20.02,79.25,5.19,1464.06,Tea,Peaty,TV-23
84.1,53.53,125.63,21.46,75.56,6.94,1125.36,Wheat,Clay,PBW-343
106.52,43.65,50.05,17.22,86.11,4.18,1638.95,Rice,Peaty,IR64
56.17,32.53,50.43,28.55,57.3,6.55,611.06,Potato,Sandy,Kufri Bahar
143.01,15.0,57.15,18.85,80.96,4.59,1931.48,Potato,Peaty,Kufri Jyoti
46.58,25.43,43.08,26.82,35.43,5.92,663.45,Potato,Sandy,Kufri Pukhraj
63.69,63.37,90.17,22.48,69.25,6.62,1049.77,Tomato,Loamy,Roma
91.6,68.09,129.11,23.5,64.8,6.35,1660.78,Sugarcane,Clay,Co-0238
98.27,55.43,121.28,25.19,90.0,6.59,1097.32,Tomato,Clay,Arka Vikas
86.51,47.33,99.07,24.53,70.89,6.97,902.96,Soybean,Loamy,MAUS-71
107.45,49.35,54.43,20.84,76.94,5.69,2245.69,Rice,Peaty,IR64
45.27,54.6,81.24,31.16,54.65,7.55,433.29,Millet,Chalky,ICTP-8203
60.98,26.13,74.97,27.59,46.58,5.76,976.84,Potato,Sandy,Kufri Bahar
67.57,78.42,94.42,32.75,49.98,8.14,776.12,Wheat,Chalky,PBW-343
70.77,40.49,56.56,27.12,68.69,7.22,1327.91,Maize,Silty,HQPM-1
86.33,38.17,84.39,24.8,72.47,6.14,1098.68,Rice,Silty,Swarna
56.0,43.07,86.63,23.13,44.35,7.41,1008.99,Millet,Chalky,ICTP-8203
131.56,33.58,79.89,23.38,82.11,5.25,1700.18,Potato,Peaty,Kufri Pukhraj
78.37,52.99,100.93,27.67,62.34,6.65,954.14,Tomato,Loamy,Roma
67.68,38.58,90.03,27.41,80.45,7.44,1244.38,Rice,Silty,Basmati-370
86.58,49.63,70.63,13.78,87.85,5.46,2051.27,Tea,Peaty,TV-1
126.15,60.19,118.77,31.37,59.33,6.71,1236.17,Sugarcane,Clay,Co-0238
97.05,39.71,112.33,28.73,72.77,6.45,1242.89,Barley,Clay,BH-902
119.68,41.65,47.8,17.89,79.92,5.15,1379.11,Rice,Peaty,IR64
91.28,52.48,145.07,27.11,61.35,6.6,1650.91,Rice,Clay,IR64
36.89,17.93,50.14,31.26,32.38,6.6,799.78,Groundnut,Sandy,JL-24
73.47,29.92,74.0,28.64,67.62,6.51,1054.22,Sugarcane,Loamy,Co-0118
52.37,25.56,78.51,33.85,55.07,6.58,605.91,Groundnut,Sandy,JL-24
61.73,49.52,108.56,29.8,40.73,8.25,1192.14,Millet,Chalky,ICTP-8203
69.28,41.94,91.76,26.48,64.42,6.54,1359.55,Wheat,Loamy,Lok-1
125.01,34.28,106.91,23.05,79.06,6.55,1318.88,Rice,Clay,Swarna
50.6,69.81,102.83,29.62,38.57,7.83,776.15,Barley,Chalky,BH-902
45.23,33.74,58.4,30.89,43.93,6.15,824.92,Watermelon,Sandy,Sugar Baby
48.34,17.96,81.95,29.91,47.96,6.47,614.91,Millet,Sandy,HHB-67
27.28,27.19,71.45,33.45,40.5,5.71,750.16,Millet,Sandy,RHB-173
64.32,28.57,52.15,27.97,49.48,6.5,677.4,Wheat,Sandy,HD-2967
82.98,51.35,115.25,23.61,75.84,5.71,1341.56,Sugarcane,Silty,Co-0118
64.11,40.57,105.97,22.75,60.66,7.04,1045.3,Rice,Silty,Swarna
78.73,53.87,53.66,28.27,56.9,6.83,1487.24,Sugarcane,Loamy,Co-0118
53.86,23.81,50.34,24.0,42.44,6.3,702.58,Millet,Sandy,ICTP-8203
63.23,29.91,101.11,24.89,53.85,7.87,898.39,Barley,Chalky,RD-2552
63.62,68.16,68.03,20.59,47.74,7.98,448.72,Cotton,Chalky,Bt-2
81.57,58.16,76.83,23.04,64.09,7.08,1037.75,Rice,Loamy,IR64
81.07,47.29,72.91,23.87,74.49,6.75,1006.72,Soybean,Loamy,MAUS-71
71.33,33.74,85.21,17.52,62.88,6.53,1709.14,Tomato,Silty,Roma
97.1,43.1,95.13,18.58,82.1,5.75,1844.38,Potato,Peaty,Kufri Bahar
117.51,25.09,68.51,17.15,88.68,4.83,1313.6,Tea,Peaty,TV-1
114.14,48.27,62.69,16.69,78.2,4.19,1807.75,Vegetables,Peaty,Hybrid-B
36.98,20.47,44.77,26.82,32.97,6.39,713.35,Millet,Sandy,RHB-173
105.94,49.41,124.05,25.19,70.69,6.72,1960.95,Cotton,Clay,Suraj
44.02,48.82,106.51,28.8,31.92,8.49,664.2,Cotton,Chalky,Suraj
59.81,25.44,66.31,31.32,42.36,6.5,727.38,Groundnut,Sandy,TAG-24
83.62,84.88,75.34,20.42,79.92,7.18,1553.94,Cotton,Clay,Bt-1
37.16,34.35,42.92,31.08,44.45,5.85,575.44,Tea,Sandy,TV-1
120.53,44.47,60.97,16.95,71.9,4.6,1623.7,Tea,Peaty,UPASI-9
91.47,46.62,102.75,22.01,57.53,7.06,1282.35,Wheat,Silty,PBW-343
39.69,23.35,41.86,26.68,42.69,5.79,729.77,Maize,Sandy,Pioneer-3396
52.91,50.56,109.83,23.86,66.71,6.87,1648.06,Rice,Silty,Swarna
127.9,30.47,41.14,18.93,81.59,5.17,1359.21,Vegetables,Peaty,Hybrid-B
111.89,53.08,106.56,22.28,73.08,7.27,1082.38,Sugarcane,Clay,Co-0238
80.57,58.33,139.89,27.05,71.04,7.01,1366.43,Sugarcane,Clay,Co-0118
118.01,38.92,57.29,17.2,82.74,4.93,1441.82,Tea,Peaty,UPASI-9
64.3,36.04,60.27,22.8,67.0,7.2,1284.48,Vegetables,Silty,Hybrid-A
75.27,38.86,38.68,19.61,66.08,4.72,1929.24,Tea,Peaty,TV-1
102.62,63.38,117.54,23.91,83.62,6.54,1663.99,Rice,Clay,Basmati-370
79.24,47.97,149.02,23.86,81.61,6.26,1489.88,Rice,Clay,Swarna
70.4,20.38,55.71,27.04,42.62,7.06,598.71,Potato,Sandy,Kufri Bahar
106.85,55.75,86.05,23.56,76.82,4.62,2214.75,Rice,Peaty,Swarna
122.38,35.37,86.62,24.02,70.03,5.25,1962.63,Sugarcane,Peaty,Co-0238
68.36,21.08,38.37,29.42,39.09,6.3,700.4,Watermelon,Sandy,Sugar Baby
133.14,50.29,48.93,13.92,78.24,5.13,1752.55,Rice,Peaty,Basmati-370
60.9,66.63,80.87,25.91,52.23,8.11,749.5,Maize,Chalky,HQPM-1
69.85,56.82,112.16,28.9,51.55,7.79,736.43,Wheat,Chalky,HD-2967
44.79,25.21,65.46,33.88,53.34,6.23,325.23,Groundnut,Sandy,JL-24
99.87,28.75,61.94,19.14,78.62,5.12,1842.67,Vegetables,Peaty,Hybrid-B
81.67,45.93,85.16,27.39,61.89,6.89,1797.73,Maize,Silty,Pioneer-3396
127.16,45.62,98.09,21.28,78.65,5.24,2449.01,Potato,Peaty,Kufri Pukhraj
63.89,51.45,81.43,25.39,56.58,6.62,1418.76,Wheat,Silty,HD-2967
62.11,57.3,126.48,28.45,63.96,6.6,891.88,Vegetables,Silty,Hybrid-B
72.98,58.9,108.61,25.9,52.49,6.41,659.03,Cotton,Loamy,Bt-1
95.42,39.42,125.79,23.36,62.04,6.29,1510.13,Sugarcane,Clay,Co-86032
111.84,52.43,103.84,28.31,78.7,7.36,1569.88,Sugarcane,Clay,Co-0118
63.61,56.35,77.35,30.9,66.03,6.39,1683.4,Sugarcane,Loamy,Co-0238
108.13,52.58,99.89,21.17,74.67,7.18,1302.7,Sugarcane,Clay,Co-86032
114.68,54.76,117.32,25.89,68.01,6.34,1394.26,Tea,Clay,UPASI-9
107.24,38.47,78.83,23.39,77.69,5.78,1726.05,Cotton,Peaty,Bt-2
84.43,27.71,104.64,31.68,60.82,6.45,1399.44,Tomato,Loamy,Arka Vikas
39.2,69.21,77.84,26.95,46.87,7.56,1064.6,Wheat,Chalky,PBW-343
65.39,50.8,140.0,30.02,56.09,8.0,1011.38,Cotton,Chalky,Bt-2
84.7,50.08,79.14,25.73,67.09,6.96,1775.46,Rice,Silty,Swarna
64.34,61.06,106.53,20.75,46.15,8.32,629.62,Wheat,Chalky,Lok-1
107.35,43.04,107.45,24.24,81.92,5.58,2122.34,Sugarcane,Clay,Co-0238
39.1,57.99,120.86,24.93,32.56,7.64,716.98,Barley,Chalky,DWRB-73
92.11,59.63,92.83,16.64,84.29,5.14,1093.92,Tea,Peaty,TV-1
102.83,36.03,73.31,23.59,82.12,5.11,1357.58,Vegetables,Peaty,Hybrid-A
36.62,44.25,85.74,31.9,54.27,8.25,853.79,Millet,Chalky,ICTP-8203
82.09,62.93,99.63,26.74,80.43,6.89,2086.98,Wheat,Clay,HD-2967
42.52,26.46,42.9,30.02,42.86,6.04,934.88,Millet,Sandy,RHB-173
61.68,40.89,61.64,22.83,64.63,6.93,1127.72,Sugarcane,Loamy,Co-0238
101.53,78.83,142.6,25.74,73.3,7.09,1538.66,Rice,Clay,Swarna
55.1,52.82,113.62,24.9,69.12,7.01,784.28,Maize,Silty,Pioneer-3396
33.06,54.39,108.83,24.72,48.87,8.37,1258.09,Barley,Chalky,DWRB-73
72.52,40.26,96.53,18.03,69.53,4.93,1520.59,Potato,Peaty,Kufri Jyoti
49.96,16.64,57.73,31.68,44.04,5.79,962.37,Potato,Sandy,Kufri Bahar
27.93,74.34,106.57,30.76,47.12,8.35,793.9,Maize,Chalky,Pioneer-3396
104.54,50.17,50.64,15.93,79.94,5.29,1556.03,Rice,Peaty,IR64
52.66,20.24,32.15,28.93,50.88,7.01,802.85,Millet,Sandy,RHB-173
64.88,61.81,117.76,24.04,53.58,8.3,763.64,Barley,Chalky,BH-902
32.54,37.42,51.54,30.49,40.83,6.11,546.34,Watermelon,Sandy,Arka Manik
124.79,69.15,109.33,24.85,83.22,7.36,1730.6,Rice,Clay,Swarna
75.94,43.45,101.86,20.49,53.42,6.54,1235.62,Wheat,Loamy,PBW-343
37.64,61.28,69.54,23.8,59.92,8.52,962.45,Barley,Chalky,DWRB-73
76.83,53.04,89.02,23.28,86.54,6.63,1657.32,Maize,Silty,DHM-117
35.68,34.7,87.45,28.01,55.53,8.23,967.97,Millet,Chalky,HHB-67
116.81,50.04,80.56,19.09,81.21,5.37,2058.48,Potato,Peaty,Kufri Bahar
63.81,58.4,94.2,23.6,74.25,7.32,1677.19,Millet,Silty,ICTP-8203
52.69,52.07,94.1,23.7,41.33,7.82,603.29,Cotton,Chalky,Bt-1
59.93,53.38,89.3,21.35,41.61,8.21,719.63,Cotton,Chalky,Bt-2
82.3,70.75,119.35,26.74,72.05,6.45,1321.51,Wheat,Clay,PBW-343
89.88,44.88,56.12,24.49,65.42,6.79,1244.29,Tomato,Loamy,Roma
56.56,30.59,51.05,27.19,44.13,6.81,411.06,Millet,Sandy,RHB-173
71.15,46.42,120.39,28.13,73.13,6.98,1287.19,Rice,Silty,Basmati-370
81.38,42.0,114.03,23.35,87.72,6.62,1578.42,Rice,Clay,Swarna
78.36,47.91,76.94,25.93,71.35,6.74,1072.39,Tomato,Loamy,Roma
68.94,40.83,77.18,29.08,72.61,7.54,1003.85,Wheat,Loamy,Lok-1
56.71,39.3,65.86,32.76,65.0,6.34,627.75,Groundnut,Sandy,GG-20
63.78,44.35,86.79,21.16,59.07,7.01,857.71,Sugarcane,Loamy,Co-0238
86.83,47.88,53.21,18.81,65.29,6.93,1276.14,Vegetables,Silty,Local-1
94.75,45.98,95.72,24.23,57.2,6.04,1542.64,Wheat,Loamy,HD-2967
33.68,48.98,140.0,28.06,48.55,7.92,1022.17,Wheat,Chalky,Lok-1
60.39,75.02,105.56,31.38,48.13,8.29,574.2,Barley,Chalky,DWRB-73
43.86,35.34,59.89,31.86,42.91,5.91,604.24,Maize,Sandy,HQPM-1
82.21,41.98,99.11,25.75,60.98,7.36,1222.7,Wheat,Loamy,Lok-1
117.32,28.79,99.22,18.06,68.9,7.01,1073.81,Cotton,Loamy,Bt-2
39.78,24.83,68.6,29.54,30.93,6.12,684.5,Watermelon,Sandy,Crimson Sweet
91.78,24.48,62.02,16.13,86.26,4.79,1617.23,Potato,Peaty,Kufri Pukhraj
69.96,44.99,74.13,22.82,76.16,6.9,1970.17,Vegetables,Silty,Hybrid-A
36.42,37.15,58.4,27.02,48.92,6.02,680.46,Maize,Sandy,HQPM-1
54.65,54.76,68.6,22.51,45.56,8.32,656.66,Cotton,Chalky,Suraj
56.34,26.73,74.71,30.74,47.08,5.92,743.41,Groundnut,Sandy,GG-20
39.81,25.32,67.8,26.04,29.87,7.22,726.06,Wheat,Sandy,Lok-1
45.17,29.53,64.79,22.0,38.6,6.37,658.84,Cotton,Sandy,Suraj
79.47,61.94,112.4,26.65,79.22,5.96,1364.73,Wheat,Clay,PBW-343
119.75,36.52,87.53,20.38,70.91,5.87,1410.8,Potato,Peaty,Kufri Pukhraj
98.4,52.5,105.63,26.41,59.85,7.52,1626.52,Sugarcane,Clay,Co-86032
111.22,26.47,52.68,18.69,87.65,4.35,1863.66,Vegetables,Peaty,Hybrid-B
115.89,46.07,85.46,17.95,81.07,5.36,1538.46,Vegetables,Peaty,Hybrid-B
53.24,43.18,86.72,24.88,47.39,8.1,698.33,Cotton,Chalky,Bt-1
116.74,33.08,64.19,13.21,83.21,5.15,1580.44,Potato,Peaty,Kufri Jyoti
36.45,44.91,75.5,24.76,57.23,7.36,1009.69,Barley,Chalky,DWRB-73
41.88,23.65,60.45,22.63,51.13,5.51,443.64,Groundnut,Sandy,GG-20
104.17,75.18,70.0,30.83,89.73,5.91,1463.8,Wheat,Clay,Lok-1
117.25,50.01,110.0,16.71,72.87,6.03,1731.2,Rice,Peaty,Swarna
79.27,62.97,115.5,23.74,76.18,6.52,1496.65,Wheat,Silty,HD-2967
77.76,37.08,80.47,25.39,78.17,7.22,1472.39,Maize,Silty,HQPM-1
54.17,56.85,99.69,25.73,69.95,6.79,1405.14,Wheat,Silty,Lok-1
62.98,43.04,84.14,27.8,58.76,7.2,645.93,Wheat,Chalky,HD-2967
46.52,21.78,53.65,26.3,37.05,5.68,500.62,Groundnut,Sandy,GG-20
112.63,19.07,65.69,24.92,77.44,4.74,2390.8,Vegetables,Peaty,Local-1
28.04,64.62,85.27,32.73,53.36,8.01,855.14,Barley,Chalky,RD-2552
77.72,55.41,113.08,23.2,64.29,7.59,1306.04,Maize,Loamy,Pioneer-3396
71.83,65.66,122.13,27.14,43.1,7.71,691.38,Millet,Chalky,ICTP-8203
76.38,40.97,94.51,26.01,65.91,6.76,1066.21,Tomato,Loamy,Pusa Ruby
47.68,19.14,51.0,30.01,36.85,6.43,831.56,Potato,Sandy,Kufri Pukhraj
57.35,26.28,92.45,26.33,60.43,6.19,1901.62,Maize,Silty,DHM-117
60.22,44.21,86.03,29.38,66.85,6.81,1315.46,Vegetables,Loamy,Local-1
66.59,56.32,52.38,31.15,51.47,6.34,1269.01,Tomato,Loamy,Pusa Ruby
100.87,28.18,75.17,22.83,64.24,7.25,1316.11,Maize,Loamy,Pioneer-3396
76.59,39.96,70.69,24.71,58.47,6.71,1817.08,Maize,Silty,Pioneer-3396
85.02,46.59,91.21,19.17,62.87,7.57,1084.93,Rice,Silty,Basmati-370
84.77,61.83,142.89,29.62,68.93,6.89,1666.56,Sugarcane,Clay,Co-86032
137.43,41.06,76.09,19.49,88.04,5.69,1394.56,Vegetables,Peaty,Local-1
75.57,60.81,72.34,24.1,67.86,6.93,1251.28,Vegetables,Silty,Hybrid-B
112.11,64.9,119.5,24.55,69.84,6.23,1502.07,Wheat,Clay,HD-2967
62.24,13.75,82.95,28.8,54.93,6.76,603.65,Potato,Sandy,Kufri Jyoti
61.22,19.83,47.1,30.3,60.32,6.12,566.13,Potato,Sandy,Kufri Jyoti
120.19,44.81,109.91,24.5,89.53,4.51,1859.51,Rice,Peaty,Swarna
54.92,43.9,102.89,23.14,57.94,7.51,1098.04,Maize,Silty,HQPM-1
131.26,31.36,53.1,20.62,80.75,5.55,1910.7,Potato,Peaty,Kufri Jyoti
80.32,38.8,98.37,29.26,64.7,6.46,1047.46,Sugarcane,Loamy,Co-0118
109.01,40.76,126.02,22.02,76.13,7.28,1536.46,Potato,Clay,Kufri Jyoti
43.4,25.48,69.78,28.91,40.13,7.09,667.21,Watermelon,Sandy,Crimson Sweet
122.74,60.99,59.03,24.98,75.03,5.51,2097.14,Potato,Peaty,Kufri Jyoti
45.51,63.99,47.79,21.83,47.15,8.23,512.55,Wheat,Chalky,HD-2967
33.6,34.79,48.0,23.22,40.21,6.69,550.55,Groundnut,Sandy,JL-24
120.0,48.02,70.41,29.96,54.07,6.93,985.56,Soybean,Loamy,NRC-37
58.24,63.37,59.12,29.13,65.37,7.99,960.21,Cotton,Chalky,Bt-2
73.98,25.57,57.02,27.45,25.0,5.97,1064.15,Groundnut,Sandy,GG-20
31.48,82.34,56.77,22.0,43.43,8.28,893.49,Millet,Chalky,ICTP-8203
68.6,24.26,73.96,25.85,61.5,7.01,1394.35,Maize,Loamy,Pioneer-3396
60.64,25.73,41.19,30.61,43.44,6.95,730.68,Watermelon,Sandy,Arka Manik
98.17,55.87,66.24,18.36,81.12,5.36,1728.97,Vegetables,Peaty,Local-1
38.41,55.43,73.41,27.27,52.02,8.23,825.89,Tomato,Chalky,Arka Vikas
89.52,60.23,110.67,20.62,74.83,7.91,1760.12,Rice,Clay,IR64
94.99,53.61,118.86,28.32,69.8,6.42,1559.3,Wheat,Silty,Lok-1
93.5,48.5,67.55,23.55,62.52,6.73,1701.46,Maize,Silty,Pioneer-3396
43.33,28.11,68.0,32.08,32.52,6.56,693.27,Potato,Sandy,Kufri Pukhraj
32.59,40.49,79.3,27.07,52.88,8.24,600.47,Rice,Chalky,IR64
59.06,32.77,70.24,31.87,46.29,6.82,660.14,Watermelon,Sandy,Sugar Baby
84.87,58.48,93.05,24.48,75.44,6.57,1048.89,Tomato,Loamy,Roma
69.51,41.86,107.58,21.72,72.17,6.82,1622.5,Wheat,Silty,Lok-1
72.66,31.91,86.88,23.62,70.68,6.57,1855.56,Rice,Silty,IR64
34.44,51.22,114.3,23.67,51.6,8.34,614.77,Millet,Chalky,ICTP-8203
89.28,37.28,105.88,24.41,80.0,6.16,1695.56,Soybean,Loamy,MAUS-71
84.91,63.13,77.56,30.12,73.54,7.17,1642.02,Wheat,Silty,Lok-1
118.33,73.52,119.44,23.22,72.22,6.69,1961.26,Cotton,Clay,Suraj
117.71,45.48,50.54,20.16,79.85,5.14,1610.38,Potato,Peaty,Kufri Jyoti
70.18,48.13,80.38,24.94,65.27,7.39,1408.55,Rice,Silty,IR64
117.07,41.33,50.29,21.98,74.32,5.33,2385.0,Rice,Peaty,IR64
43.65,25.25,52.96,26.72,27.82,6.4,349.89,Millet,Sandy,HHB-67
46.17,17.54,50.15,28.32,49.44,6.34,507.94,Watermelon,Sandy,Arka Manik
60.2,29.45,48.05,31.03,25.0,6.46,250.0,Millet,Sandy,ICTP-8203
51.85,39.13,89.79,18.96,80.95,7.28,1630.55,Maize,Silty,Pioneer-3396
60.38,20.87,68.51,29.86,57.25,6.3,340.32,Rice,Sandy,Basmati-370
119.06,25.77,84.05,17.92,76.31,5.77,1806.86,Tea,Peaty,TV-23
52.37,31.96,62.46,30.0,47.95,6.23,390.2,Millet,Sandy,HHB-67
76.31,54.43,93.95,31.92,69.91,7.32,923.27,Cotton,Loamy,Suraj
86.35,37.46,103.46,24.91,83.95,6.35,1432.21,Cotton,Clay,Bt-2
87.32,44.55,100.97,26.05,79.68,6.91,1753.03,Potato,Clay,Kufri Bahar
106.99,57.85,119.63,26.89,68.43,7.47,1452.35,Cotton,Clay,Bt-1
52.36,31.01,41.02,28.99,40.98,5.8,405.03,Potato,Sandy,Kufri Pukhraj
30.07,23.29,58.77,25.82,42.27,6.42,547.13,Rice,Sandy,Basmati-370
59.44,27.13,37.6,28.21,37.18,6.67,794.72,Potato,Sandy,Kufri Pukhraj
95.05,46.52,142.28,28.83,66.13,7.14,1311.51,Wheat,Clay,PBW-343
126.73,17.13,71.53,20.7,78.72,5.64,2072.0,Sugarcane,Peaty,Co-0238
83.4,39.69,78.73,25.52,77.05,7.51,1169.95,Vegetables,Silty,Hybrid-A
57.59,40.09,68.44,28.95,61.85,7.16,1538.24,Cotton,Loamy,Bt-2
33.22,25.4,43.17,32.68,54.06,6.75,551.55,Millet,Sandy,RHB-173
22.37,62.97,59.31,23.19,51.64,7.62,585.63,Wheat,Chalky,HD-2967
52.19,30.41,40.29,24.94,47.02,6.09,975.49,Potato,Sandy,Kufri Pukhraj
41.98,64.4,125.78,30.83,55.37,7.96,1106.79,Wheat,Chalky,Lok-1
51.05,27.88,74.13,23.5,47.9,5.99,289.89,Watermelon,Sandy,Sugar Baby
38.61,29.34,51.25,31.76,35.54,6.45,853.43,Millet,Sandy,ICTP-8203
93.35,38.96,98.29,26.63,61.15,6.38,1753.93,Wheat,Clay,Lok-1
94.43,56.57,88.46,25.89,66.73,6.8,1599.13,Rice,Loamy,Swarna
64.28,38.14,88.36,27.64,66.87,6.93,1385.56,Tomato,Loamy,Pusa Ruby
93.22,71.45,107.58,24.14,59.87,6.65,1178.94,Wheat,Clay,HD-2967
46.76,35.45,60.37,31.8,38.13,6.67,902.41,Millet,Sandy,RHB-173
71.39,42.25,103.86,24.0,85.89,6.51,1507.14,Wheat,Silty,Lok-1
50.16,28.42,36.86,29.72,46.7,6.12,730.2,Watermelon,Sandy,Arka Manik
49.6,30.79,49.26,30.19,45.83,6.39,801.28,Vegetables,Sandy,Hybrid-B
31.64,66.33,56.83,21.13,56.14,8.28,675.28,Barley,Chalky,RD-2552
111.25,33.08,71.31,17.31,88.02,4.42,2143.24,Rice,Peaty,Basmati-370
55.76,38.07,68.52,35.99,49.77,6.4,448.61,Potato,Sandy,Kufri Jyoti
31.09,30.55,46.88,26.69,40.73,6.75,773.56,Barley,Sandy,RD-2552
36.02,67.85,96.63,22.39,59.23,7.97,740.53,Wheat,Chalky,HD-2967
126.21,45.89,81.9,18.16,79.04,5.8,1595.83,Barley,Peaty,BH-902
105.2,56.0,125.86,21.83,67.49,6.08,1044.17,Wheat,Clay,PBW-343
66.57,42.65,62.26,25.17,69.91,7.31,1367.02,Wheat,Silty,PBW-343
103.08,25.0,108.86,25.75,56.64,7.07,1474.77,Cotton,Clay,Bt-2
124.86,49.02,64.21,19.08,72.15,5.02,2539.35,Vegetables,Peaty,Hybrid-B
60.71,40.48,100.73,25.47,69.47,6.65,1589.92,Sugarcane,Clay,Co-86032
75.86,22.42,71.09,27.96,61.82,6.64,624.1,Sugarcane,Loamy,Co-0238
116.71,53.45,104.58,24.4,73.08,6.4,1624.86,Cotton,Clay,Suraj
46.03,64.29,91.0,29.81,56.61,7.71,848.21,Cotton,Chalky,Bt-2
102.97,59.27,142.65,22.55,69.67,6.59,1812.79,Cotton,Clay,Suraj
99.02,48.44,64.29,19.37,80.46,5.0,1392.92,Vegetables,Peaty,Hybrid-A
86.82,33.47,61.39,24.11,78.09,6.9,1443.32,Wheat,Loamy,PBW-343
58.89,31.38,89.48,26.77,51.79,7.83,744.68,Potato,Chalky,Kufri Bahar
56.74,27.1,65.78,29.4,44.81,6.06,673.85,Millet,Sandy,HHB-67
83.5,39.5,91.74,24.14,57.44,6.8,1067.38,Cotton,Loamy,Suraj
58.69,28.06,31.48,31.08,40.7,5.93,487.86,Potato,Sandy,Kufri Jyoti
41.9,25.62,65.2,26.64,37.74,6.55,603.22,Groundnut,Sandy,JL-24
94.67,62.22,65.29,25.16,73.78,6.75,1775.44,Rice,Silty,Basmati-370
59.72,53.35,117.73,24.86,50.57,8.01,522.33,Cotton,Chalky,Suraj
119.76,49.79,122.43,23.78,78.87,6.7,2046.12,Sugarcane,Clay,Co-86032
72.05,53.17,74.17,23.13,63.75,7.14,1107.07,Soybean,Loamy,JS-335
59.64,67.96,108.37,27.7,48.8,7.79,374.92,Millet,Chalky,RHB-173
81.01,58.52,114.25,24.8,62.51,6.39,1174.65,Cotton,Clay,Suraj
59.48,35.39,66.42,30.08,38.29,7.11,814.97,Potato,Sandy,Kufri Jyoti
35.33,62.09,93.24,31.46,57.93,7.61,566.46,Millet,Chalky,ICTP-8203
67.12,24.59,57.83,33.14,54.19,6.86,630.54,Groundnut,Sandy,GG-20
91.89,33.33,82.34,26.6,85.91,5.6,2206.02,Tea,Peaty,TV-1
94.57,33.27,95.36,22.71,64.23,6.22,1178.29,Sugarcane,Loamy,Co-86032
57.26,38.62,87.34,28.13,67.6,7.02,1175.73,Rice,Silty,IR64
91.16,48.24,99.87,26.64,65.38,6.66,1675.63,Maize,Silty,Pioneer-3396
93.96,44.56,95.57,28.96,67.29,7.27,1737.33,Sugarcane,Loamy,Co-0238
27.14,38.45,39.39,34.25,49.13,5.89,726.0,Potato,Sandy,Kufri Jyoti
67.37,59.9,116.26,29.21,77.22,6.4,962.24,Cotton,Clay,Bt-2
90.4,40.64,71.6,23.03,68.23,6.02,1441.22,Soybean,Loamy,MAUS-71
75.58,68.95,112.37,24.14,73.28,6.33,1397.02,Sugarcane,Clay,Co-0118
85.86,67.05,104.4,23.6,62.16,7.32,1478.5,Sugarcane,Silty,Co-86032
50.48,50.99,88.29,27.62,70.48,6.51,1417.92,Sugarcane,Loamy,Co-0238
92.48,52.04,119.18,25.76,66.29,6.3,1426.48,Wheat,Clay,HD-2967
67.46,49.28,121.32,23.58,68.83,6.4,1490.5,Sugarcane,Clay,Co-0238
110.23,49.34,88.29,18.72,79.91,6.25,1814.3,Rice,Peaty,IR64
84.13,61.17,106.48,24.55,62.96,5.86,1239.19,Vegetables,Silty,Local-1
48.0,45.79,106.66,28.17,56.05,8.36,470.94,Barley,Chalky,DWRB-73
90.41,56.23,85.89,23.02,73.89,6.1,1806.83,Rice,Clay,IR64
78.75,61.59,74.34,21.2,59.27,7.8,1392.44,Wheat,Loamy,PBW-343
